E0000046|A-1|A1|
E0035610|intraarterially|intra-arterially|
E0035611|intraarticular|intra-articular|
E0035613|intraatrial|intra-atrial|
E0035660|intususception|intussusception|
E0035774|in-vitro|in vitro|
E0035774|invitro|in vitro|
E0035775|invitro|in vitro|
E0035776|in-vivo|in vivo|
E0035776|invivo|in vivo|
E0035779|indwelling|in-dwelling|
E0035780|infighting|in-fighting|
E0035785|in vivo|in-vivo|
E0035785|invivo|in-vivo|
E0035791|iodin|iodine|
E0035796|iodise|iodize|
E0035813|ionisation|ionization|
E0035815|ionise|ionize|
E0035877|iron-binding protein|iron binding protein|
E0035878|iron deficiency anaemia|iron deficiency anemia|
E0035878|iron-deficiency anaemia|iron deficiency anemia|
E0035878|iron-deficiency anemia|iron deficiency anemia|
E0035932|ischaemia|ischemia|
E0035933|ischaemia-reperfusion|ischemia-reperfusion|
E0035934|ischaemic|ischemic|
E0035936|ischaemic heart disease|ischemic heart disease|
E0035938|ischaemic necrosis|ischemic necrosis|
E0035944|ischiadic|ischiatic|
E0035981|islet cell|islet-cell|
E0036003|isoelectric focussing|isoelectric focusing|
E0036006|isoenzymic|isoenzymatic|
E0036008|isoetarin|isoetharine|
E0036093|isoosmotic|iso-osmotic|
E0036093|isosmotic|iso-osmotic|
E0036103|italicise|italicize|
E0036112|itemise|itemize|
E0036135|jack knife|jack-knife|
E0036135|jackknife|jack-knife|
E0036136|jack knife|jack-knife|
E0036136|jackknife|jack-knife|
E0036142|gaol|jail|
E0036143|gaol|jail|
E0036182|jejuno-ileal|jejunoileal|
E0036183|jejuno ileal bypass|jejunoileal bypass|
E0036183|jejuno-ileal bypass|jejunoileal bypass|
E0036192|jeopardise|jeopardize|
E0036206|jewelled|jeweled|
E0036207|jeweller|jeweler|
E0036208|jewelery|jewellery|
E0036208|jewelry|jewellery|
E0036211|jig-saw|jigsaw|
E0036212|jig-saw puzzle|jigsaw puzzle|
E0036214|jimpsonweed|jimson weed|
E0036214|jimsonweed|jimson weed|
E0036245|josamycine|josamycin|
E0036270|judgment|judgement|
E0036342|juvenile pernicious anaemia|juvenile pernicious anemia|
E0036346|juxta-epiphyseal|juxtaepiphyseal|
E0036346|juxta-epiphysial|juxtaepiphyseal|
E0036346|juxtaepiphysial|juxtaepiphyseal|
E0036353|juxta-pyloric|juxtapyloric|
E0036357|jiujitsu|ju-jitsu|
E0036362|kail|kale|
E0036366|kaluresis|kaliuresis|
E0036367|kaluretic|kaliuretic|
E0036368|kaluretic|kaliuretic|
E0036372|kanamycin sulphate|kanamycin sulfate|
E0036377|carat|karat|
E0036380|karnofsky performance status|Karnofsky performance status|
E0036387|karyoclastic|karyoklastic|
E0036416|cheloid|keloid|
E0036427|keratan sulphate|keratan sulfate|
E0036428|ceratectomy|keratectomy|
E0036431|keratinisation|keratinization|
E0036432|keratinise|keratinize|
E0036436|kerato-acanthoma|keratoacanthoma|
E0036437|kerato-conjunctivitis|keratoconjunctivitis|
E0036438|kerato conjunctivitis sicca|keratoconjunctivitis sicca|
E0036438|kerato-conjunctivitis sicca|keratoconjunctivitis sicca|
E0036468|kerosine|kerosene|
E0036473|keto acidosis|ketoacidosis|
E0036495|kat|khat|
E0036495|qat|khat|
E0036503|kidnapper|kidnaper|
E0036516|kilogramme|kilogram|
E0036517|kilogram-calorie|kilogram calorie|
E0036520|kilometre|kilometer|
E0036543|kinaesthetic|kinesthetic|
E0036600|knock-knee|knock knee|
E0036608|knowledgable|knowledgeable|
E0036613|colypeptic|kolypeptic|
E0036618|kumis|koumiss|
E0036658|labio-cervical|labiocervical|
E0036661|labio-gingival|labiogingival|
E0036670|labio-nasal|labionasal|
E0036673|labour|labor|
E0036674|labour|labor|
E0036680|labour union|labor union|
E0036700|lacklustre|lackluster|
E0036705|lachrymal|lacrimal|
E0036706|lachrymal|lacrimal|
E0036714|lacrymate|lacrimate|
E0036715|lacrymation|lacrimation|
E0036771|laisser-faire|laissez-faire|
E0036776|lambast|lambaste|
E0036814|lamp black|lamp-black|
E0036857|lapinise|lapinize|
E0036870|largess|largesse|
E0036875|large cell carcinoma|large-cell carcinoma|
E0036905|laryngo-pharyngeal|laryngopharyngeal|
E0036915|laryngo-tracheal|laryngotracheal|
E0036917|laryngo-tracheo-bronchitis|laryngotracheobronchitis|
E0036972|lateral occipito-temporal gyrus|lateral occipitotemporal gyrus|
E0037011|laughing gas|laughing-gas|
E0037054|lb.|lb|
E0037075|leaf mold|leaf-mould|
E0037075|leaf mould|leaf-mould|
E0037090|leapfrog|leap-frog|
E0037091|leapfrog|leap-frog|
E0037144|left handed|left-handed|
E0037144|lefthanded|left-handed|
E0037145|left sided appendicitis|left-sided appendicitis|
E0037154|legalise|legalize|
E0037162|leghaemoglobin|leghemoglobin|
E0037178|legitimatise|legitimatize|
E0037241|lenti-virus|lentivirus|
E0037330|leukocyte|leucocyte|
E0037333|leukoplakia|leucoplakia|
E0037335|leukovorin|leucovorin|
E0037337|leucaemia|leukemia|
E0037337|leucemia|leukemia|
E0037337|leukaemia|leukemia|
E0037339|leucaemic|leukemic|
E0037339|leucemic|leukemic|
E0037339|leukaemic|leukemic|
E0037340|leucaemic|leukemic|
E0037340|leucemic|leukemic|
E0037340|leukaemic|leukemic|
E0037341|leukaemic reticuloendotheliosis|leukemic reticuloendotheliosis|
E0037343|leukaemogenesis|leukemogenesis|
E0037344|leukaemogenic|leukemogenic|
E0037346|leukaemoid|leukemoid|
E0037347|leucaemoid reaction|leukemoid reaction|
E0037347|leucemoid reaction|leukemoid reaction|
E0037347|leukaemoid reaction|leukemoid reaction|
E0037353|leucocytic|leukocytic|
E0037355|leucocytoclastic|leukocytoclastic|
E0037357|leukolytic|leukocytolytic|
E0037358|leucocytosis|leukocytosis|
E0037362|leucodystrophy|leukodystrophy|
E0037364|leucoencephalitis|leukoencephalitis|
E0037365|leucoencephalopathy|leukoencephalopathy|
E0037367|leucokeratosis|leukokeratosis|
E0037370|leucoma|leukoma|
E0037374|leuconecrosis|leukonecrosis|
E0037375|leucopenia|leukopenia|
E0037380|leucorrhea|leukorrhea|
E0037380|leucorrhoea|leukorrhea|
E0037380|leukorrhoea|leukorrhea|
E0037382|leucosarcoma|leukosarcoma|
E0037383|leucosequestration|leukosequestration|
E0037384|leucosis|leukosis|
E0037385|leucotactic|leukotactic|
E0037386|leucotaxis|leukotaxis|
E0037387|leucotomy|leukotomy|
E0037389|leucotriene|leukotriene|
E0037390|leucovirus|leukovirus|
E0037405|laevocardia|levocardia|
E0037407|laevomeprozine|levomepromazine|
E0037410|laevorotatory|levorotatory|
E0037414|laevulose|levulose|
E0037434|libellous|libelous|
E0037439|liberalisation|liberalization|
E0037440|liberalise|liberalize|
E0037454|licence|license|
E0037455|licence|license|
E0037456|licenced|licensed|
E0037476|liqourice|licorice|
E0037491|lieno-renal|lienorenal|
E0037503|lifestyle|life style|
E0037505|lifelong|life-long|
E0037506|life threatening|life-threatening|
E0037506|lifethreatening|life-threatening|
E0037527|light-weight|lightweight|
E0037528|light-weight|lightweight|
E0037531|light chain|light-chain|
E0037549|likeability|likability|
E0037550|likeable|likable|
E0037647|linguo-mesial|linguomesial|
E0037675|lipoedema|lipedema|
E0037676|lipide|lipid|
E0037708|lipoid dermato-arthritis|lipoid dermatoarthritis|
E0037712|lipoidproteinosis|lipoid proteinosis|
E0037733|lipophylic|lipophilic|
E0037736|lipo-protein|lipoprotein|
E0037753|lip reading|lip-reading|
E0037753|lipreading|lip-reading|
E0037758|liquify|liquefy|
E0037782|lissom|lissome|
E0037783|lissomeness|lissomness|
E0037794|litre|liter|
E0037824|lithotriptor|lithotripter|
E0037832|litmus paper|litmus-paper|
E0037875|lodestone|loadstone|
E0037892|lobated|lobate|
E0037918|localisation|localization|
E0037919|localise|localize|
E0037929|local anaesthetic|local anesthetic|
E0037945|lock jaw|lockjaw|
E0037971|lodgment|lodgement|
E0037997|loaiasis|loiasis|
E0037997|loasis|loiasis|
E0038029|long bone|long-bone|
E0038029|longbone|long-bone|
E0038031|long distance|long-distance|
E0038036|long term|long-term|
E0038036|longterm|long-term|
E0038038|longwinded|long-winded|
E0038039|longwindedness|long-windedness|
E0038052|loop diuretic|loop-diuretic|
E0038079|loath|loth|
E0038088|lower|lour|
E0038127|low density lipo-protein|low density lipoprotein|
E0038127|low-density lipo-protein|low density lipoprotein|
E0038127|low-density lipoprotein|low density lipoprotein|
E0038130|low-fat diet|low fat diet|
E0038133|low-pressure hydrocephalus|low pressure hydrocephalus|
E0038137|low-salt diet|low salt diet|
E0038139|low back|low-back|
E0038196|lumbo-abdominal|lumboabdominal|
E0038198|lumbo-costal|lumbocostal|
E0038199|lumbo-crural|lumbocrural|
E0038204|lumbo-sacral|lumbosacral|
E0038211|lumenal|luminal|
E0038274|luster|lustre|
E0038280|luteinisation|luteinization|
E0038281|luteinise|luteinize|
E0038281|lutenize|luteinize|
E0038282|luteinising hormone|luteinizing hormone|
E0038282|lutenizing hormone|luteinizing hormone|
E0038285|luteinizing hormone-releasing hormone|luteinizing hormone releasing hormone|
E0038288|luteotropic|luteotrophic|
E0038313|lymphangiitis|lymphangeitis|
E0038325|lymphopheresis|lymphapheresis|
E0038328|lymphatic oedema|lymphatic edema|
E0038331|lymphatic leucaemia|lymphatic leukemia|
E0038331|lymphatic leucemia|lymphatic leukemia|
E0038331|lymphatic leukaemia|lymphatic leukemia|
E0038338|lymphoedema|lymphedema|
E0038344|lymphoblastic leucaemia|lymphoblastic leukemia|
E0038344|lymphoblastic leucemia|lymphoblastic leukemia|
E0038344|lymphoblastic leukaemia|lymphoblastic leukemia|
E0038352|lymphocoele|lymphocele|
E0038370|lymphocytic leucaemia|lymphocytic leukemia|
E0038370|lymphocytic leucemia|lymphocytic leukemia|
E0038370|lymphocytic leukaemia|lymphocytic leukemia|
E0038395|lymphoid leucaemia|lymphoid leukemia|
E0038395|lymphoid leucemia|lymphoid leukemia|
E0038395|lymphoid leukaemia|lymphoid leukemia|
E0038418|lympho-proliferative|lymphoproliferative|
E0038419|lympho-reticular|lymphoreticular|
E0038425|lymphnode|lymph node|
E0038431|linestrenol|lynestrenol|
E0038431|lynoestrenol|lynestrenol|
E0038435|lyophilise|lyophilize|
E0038452|lysogenisation|lysogenization|
E0038453|lysogenise|lysogenize|
E0038469|LES|l.e.s.|
E0038475|macadamise|macadamize|
E0038503|macroglobulinaemia|macroglobulinemia|
E0038547|maedi visna|maedi-visna|
E0038571|magnesium sulphate|magnesium sulfate|
E0038579|magnetisation|magnetization|
E0038580|magnetise|magnetize|
E0038625|make-up|makeup|
E0038632|malacoplacia|malacoplakia|
E0038632|malakoplakia|malacoplakia|
E0038743|mammillated|mamillated|
E0038744|mammillitis|mamillitis|
E0038749|mammoplasty|mammaplasty|
E0038759|mamillary|mammillary|
E0038760|mamilliform|mammilliform|
E0038778|mandatory|mandatary|
E0038812|manic-depressive psychosis|manic depressive psychosis|
E0038816|manic depressive illness|manic-depressive illness|
E0038839|maneuverability|manoeuvrability|
E0038840|maneuverable|manoeuvrable|
E0038842|maneuver|manoeuvre|
E0038870|maple-bark disease|maple bark disease|
E0038871|maple-syrup-urine disease|maple syrup urine disease|
E0038872|maprotilin|maprotiline|
E0038901|marihuana|marijuana|
E0038911|Marital Satisfaction Scale|marital satisfaction scale|
E0038948|marsupialisation|marsupialization|
E0038958|marvellous|marvelous|
E0038965|masculinisation|masculinization|
E0038966|masculinise|masculinize|
E0039045|mastoccipital|masto-occipital|
E0039050|mast cell leucaemia|mast cell leukemia|
E0039050|mast cell leucemia|mast cell leukemia|
E0039050|mast cell leukaemia|mast cell leukemia|
E0039050|mast-cell leucaemia|mast cell leukemia|
E0039050|mast-cell leucemia|mast cell leukemia|
E0039050|mast-cell leukaemia|mast cell leukemia|
E0039050|mast-cell leukemia|mast cell leukemia|
E0039066|materialisation|materialization|
E0039067|materialise|materialize|
E0039092|matt|matte|
E0039092|mat|matte|
E0039137|maximisation|maximization|
E0039138|maximise|maximize|
E0039147|maitansine|maytansine|
E0039148|mayapple|may apple|
E0039150|mazindole|mazindol|
E0039155|meagre|meager|
E0039190|mebendazol|mebendazole|
E0039206|mechanise|mechanize|
E0039207|mecistocephalous|mecistocephalic|
E0039219|medieval|mediaeval|
E0039273|medicine man|medicine-man|
E0039290|medio-lateral|mediolateral|
E0039292|medio-tarsal|mediotarsal|
E0039326|mephloquine|mefloquine|
E0039332|megaoesophagus|megaesophagus|
E0039359|miosis|meiosis|
E0039359|myosis|meiosis|
E0039360|miotic|meiotic|
E0039360|myotic|meiotic|
E0039388|melanophore stimulating hormone|melanophore-stimulating hormone|
E0039408|mellitis|melitis|
E0039448|membraneous|membranous|
E0039466|memorisation|memorization|
E0039476|menarchial|menarcheal|
E0039487|meningocortical|meningeocortical|
E0039495|meningocoele|meningocele|
E0039499|meningococcaemia|meningococcemia|
E0039503|meningo-encephalitis|meningoencephalitis|
E0039573|mefenetoin|mephenytoin|
E0039586|mercerise|mercerize|
E0039645|merrymaking|merry-making|
E0039692|mesio-distal|mesiodistal|
E0039707|mesmerise|mesmerize|
E0039778|mesouranic|mesuranic|
E0039791|metabolisability|metabolizability|
E0039792|metabolisable|metabolizable|
E0039793|metabolisation|metabolization|
E0039794|metabolise|metabolize|
E0039804|metachromatism|metachromasia|
E0039806|metachromatic leucodystrophy|metachromatic leukodystrophy|
E0039848|metaphysial|metaphyseal|
E0039865|metastasization|metastasisation|
E0039866|metastasise|metastasize|
E0039906|metoestrus|metestrus|
E0039909|methadylacetate|methadyl acetate|
E0039910|metallibure|methallibure|
E0039910|metallibur|methallibure|
E0039911|metamfetamine|methamphetamine|
E0039915|methane sulfonate|methanesulfonate|
E0039915|methane sulphonate|methanesulfonate|
E0039915|methanesulphonate|methanesulfonate|
E0039925|methaemoglobin|methemoglobin|
E0039926|methaemoglobinaemia|methemoglobinemia|
E0039930|metenolon|methenolone|
E0039931|methymazol|methimazole|
E0039933|methionine-enkephalin|methionine enkephalin|
E0039934|metisazone|methisazone|
E0039956|methyl cellulose|methylcellulose|
E0039974|methyl malonic acid|methylmalonic acid|
E0039979|methyl salicylate|methylsalicylate|
E0040002|meter|metre|
E0040005|metricise|metricize|
E0040035|mezereon|mezerein|
E0040036|meslocillin|mezlocillin|
E0040053|microaneurism|microaneurysm|
E0040056|microangiopathic haemolytic anaemia|microangiopathic hemolytic anemia|
E0040118|microlitre|microliter|
E0040130|micronisation|micronization|
E0040131|micronise|micronize|
E0040167|micro-stimulation|microstimulation|
E0040173|microtitre|microtiter|
E0040187|microorganism|micro-organism|
E0040188|microphysiology|micro-physiology|
E0040195|mid-brain|midbrain|
E0040202|middle-age|middle age|
E0040203|middle-aged|middle aged|
E0040238|midforceps|mid-forceps|
E0040239|midpoint|mid-point|
E0040241|midriff|mid-riff|
E0040283|militarise|militarize|
E0040301|milk alkali syndrome|milk-alkali syndrome|
E0040303|milk tooth|milk-tooth|
E0040308|millenium|millennium|
E0040313|milliliter|millilitre|
E0040314|millimetre|millimeter|
E0040321|milliosmole|milliosmol|
E0040355|mineralisation|mineralization|
E0040356|mineralise|mineralize|
E0040363|miner's asthma|miners' asthma|
E0040368|miniaturisation|miniaturization|
E0040369|miniaturise|miniaturize|
E0040382|minimise|minimize|
E0040439|misbehavior|misbehaviour|
E0040492|misjudgment|misjudgement|
E0040524|mis-shapen|misshapen|
E0040575|mytotan|mitotane|
E0040582|mitral click-murmer syndrome|mitral click murmur syndrome|
E0040616|mmol|mmole|
E0040631|mobilisation|mobilization|
E0040632|mobilise|mobilize|
E0040655|modernisation|modernization|
E0040656|modernise|modernize|
E0040691|mould|mold|
E0040692|mould|mold|
E0040694|mouldy|moldy|
E0040695|mol|mole|
E0040714|mollusk|mollusc|
E0040723|moult|molt|
E0040724|moult|molt|
E0040864|mononuclear leucocyte|mononuclear leukocyte|
E0040881|monopolise|monopolize|
E0040903|monosyphilide|monosyphilid|
E0040918|mono-unsaturated|monounsaturated|
E0040970|moralise|moralize|
E0041000|morphoea|morphea|
E0041013|morpho-genesis|morphogenesis|
E0041038|mortise|mortice|
E0041039|mortise|mortice|
E0041072|mothproof|moth-proof|
E0041073|mothproof|moth-proof|
E0041091|motoneurone|motoneuron|
E0041098|motorise|motorize|
E0041116|molder|moulder|
E0041125|mountain anaemia|mountain anemia|
E0041134|mouse mammary tumour virus|mouse mammary tumor virus|
E0041141|mousey|mousy|
E0041145|moveable|movable|
E0041146|moveable|movable|
E0041156|Moya Moya disease|moyamoya disease|
E0041156|moya-moya disease|moyamoya disease|
E0041185|muckrake|muck-rake|
E0041187|mucocoele|mucocele|
E0041190|muco-cutaneous|mucocutaneous|
E0041196|muco-epidermoid|mucoepidermoid|
E0041197|muco-epidermoid carcinoma|mucoepidermoid carcinoma|
E0041210|muco-purulent|mucopurulent|
E0041274|multicentre|multicenter|
E0041304|multi-gene|multigene|
E0041329|multiplexor|multiplexer|
E0041365|multiinfarct|multi-infarct|
E0041366|multi infarct dementia|multi-infarct dementia|
E0041366|multiinfarct dementia|multi-infarct dementia|
E0041404|murine leucaemia virus|murine leukemia virus|
E0041404|murine leucemia virus|murine leukemia virus|
E0041404|murine leukaemia virus|murine leukemia virus|
E0041430|muscularise|muscularize|
E0041437|musculo-aponeurotic|musculoaponeurotic|
E0041438|musculo-cutaneous|musculocutaneous|
E0041444|musculo-skeletal|musculoskeletal|
E0041447|musculo-tendinous|musculotendinous|
E0041458|mushroom pickers' disease|mushroom picker's disease|
E0041458|mushroom-picker's disease|mushroom picker's disease|
E0041458|mushroom-pickers' disease|mushroom picker's disease|
E0041460|mushroom workers' disease|mushroom worker's disease|
E0041460|mushroom-worker's disease|mushroom worker's disease|
E0041460|mushroom-workers' disease|mushroom worker's disease|
E0041476|moustache|mustache|
E0041543|mycobacterium phlei|Mycobacterium phlei|
E0041556|mycoplasma pneumoniae|Mycoplasma pneumoniae|
E0041582|myelinization|myelinisation|
E0041590|myeloblastc leucaemia|myeloblastic leukemia|
E0041590|myeloblastc leukaemia|myeloblastic leukemia|
E0041590|myeloblastic leucemia|myeloblastic leukemia|
E0041595|myelocytic leucaemia|myelocytic leukemia|
E0041595|myelocytic leucemia|myelocytic leukemia|
E0041595|myelocytic leukaemia|myelocytic leukemia|
E0041598|myelo-dysplastic syndrome|myelodysplastic syndrome|
